name,address,city,state,zipcode,phone,hours,email,website,store_front,age_range,deliver,lat,lng,county
High Grade Alternatives,3370 Arapahoe Ave,Boulder,CO,80303,3034491905,"M- Fri  11a- 7pm, Sat  1pm- 5pm",highgradealternatives@gmail.com,http://www.highgradealternatives.com,Yes,Yes,,40.0145539,-105.2493829,Boulder
The Village Green Society,2043 16th St,Boulder,CO,80302,7207469064,Mon - Sat 10am to 7pm and Sun 12pm to 5pm,info@thevillagegreensociety.com,http://www.thevillagegreensociety.com/,Yes,,Yes,40.0198194,-105.2752869,Boulder
14er Holistics,2897 Mapleton Ave,Boulder,CO,80301,3035396525,"M, W, Tr, F: 9-7 Wknd: 11-6",info@14erholistics.com,http://www.14erholistics.com,Yes,,Yes,40.025996,-105.256392,Boulder
Boulder Kind Care,2031 16th St,Boulder,CO,80302,7202354232,"10-7 M-Sa, 12-7 Sun",info@boulderkindcare.com,http://www.budforlife.org,Yes,,,40.019567,-105.275283,Boulder
Boulder MMJ,1909 N Broadway St,Boulder,CO,80302,3037326654,Mon-Fri: 11 AM- 7 PM Sat:12-6,leads@mmjamerica.com,http://www.mmjamerica.com,Yes,,,40.0170802,-105.2797192,Boulder
Colorado Care Inc,2850 Iris Ave,Boulder,CO,80301,3032509066,Mon.-Sat. 11-7,coloradocare@gmail.com,http://www.coloradocareinc.com,Yes,Yes,Yes,40.035597,-105.256653,Boulder
Welcome to AlterMeds - The Best Dispensary in Boulder County.,1156 W. Dillon Rd #3 Colony Square II Shopping Center and McCaslin,Louisville,CO,80027-9446,7203896313,"Monday-Saturday 11am-7pm, Sunday 12-5",info@altermeds.com,http://www.altermeds.com,Yes,,,39.977763,-105.1319296,Boulder
Altitude Organic Medicine Boulder,5420 Arapahoe Ave,Boulder,CO,80303,3034430240,10-8 Daily,,http://www.aomboulder.com,,,,40.01413,-105.227153,Boulder
CPM - Louisville Dispensary and Wellness Center,1116-7 West Dillon Road and McCaslin,Louisville,CO,80027,3036655596,11am-7pm M-F  11am-5pm Sat/Sun,compassionatepm@gmail.com,,Yes,,,39.961565,-105.1647402,Boulder
Natural Alternative Medicine,5370 Manahattan Circle,Boulder,CO,80303,7203639877,,naturalalternativemedicine@gmail.com,,Yes,,,40.0149856,-105.2705456,Boulder
420HighWays,201 E Simpson St,Lafayette,CO,80026,7204345210,M-F: 10:30am - 6:30pm Sat: 11am - 4:20pm Sun: 2pm - 5pm,info@420highways.com,,,,,39.9982397,-105.0893361,Boulder
Top Shelf Alternatives,1327 Spruce St,Boulder,CO,80302,3034595335,11am -8pm Daily,info@topshelfalternatives.com,,,,,40.019642,-105.278208,Boulder
The Green Room,1738 Pearl St,Boulder,CO,80302,3039454074,9AM-8PM M-F  12PM-8PM SAT 10am-4pm SUN,info@bouldergreenroom.com,,Yes,,Yes,40.019128,-105.272412,Boulder
The Bud,2500 N Broadway St,Boulder,CO,80304,3035654019,11am-7pm M-F & 11am-4pm Sat,greatbudz@gmail.com,,Yes,,,40.0232987,-105.2817796,Boulder
Boulder Wellness Center,5420 Arapahoe Ave,Boulder,CO,80303,3034422565,,,,Yes,,,40.01413,-105.227153,Boulder
Evolution Medicine Services,4476 N Broadway St,Boulder,CO,80304,3035883335,"11am-8pm ,7 days a week",evolutionmedicine@live.com,,Yes,,Yes,40.0557154,-105.2820853,Boulder
Boulder Medical Marijuana Dispensary,2111 30th St,Boulder,CO,80301,3034492663,"M-F 11-7, Sat 12-5, Closed Sunday",mb@bouldermmdispensary.com,,Yes,,,40.022019,-105.254812,Boulder
The Dandelion,845 Walnut St,Boulder,CO,80302,3034594676,11AM-8PM,TheDandelion@TheDandelionco.com,,Yes,,Yes,40.016295,-105.28398,Boulder
Helping Hands Herbals,2714 28th St,Boulder,CO,80301,3034441564,11-7 daily 10 -3 Sunday,tim@helpinghandsherbals.com,,Yes,,Yes,40.0256568,-105.2582951,Boulder
Crossroads Wellness,1750 30th St,Boulder,CO,80303,7203796046,M-Sat. 11-8. Sun. 12-4,,,Yes,,,40.017252,-105.252405,Boulder
The High Country,hwy 119,Rollinsville,CO,80474,3036383533,appt.. only,dredbaran17@hotmail.com,,Yes,,Yes,39.9198362,-105.5032342,Gilpin
Ka-tet Wellness Services,489 U.S. 287,Lafayette,CO,80026,3036655599,"M - F 9am - 6pm, Sat noon - 6pm",c.cooper@katetwellness.com,,Yes,,Yes,40.0020806,-105.1040005,Boulder
Boulder Vital Herbs,2527 N Broadway St,Boulder,CO,80304,3034400234,"Mon - Fri: 11 - 6 , Sat: 11 - 5",info@bouldervitalherbs.com,,,,,40.024209,-105.282138,Boulder
Boulder Dispensary,1750 30th St,Boulder,CO,80303,3034472900,10-7 M-F 10-2 Sat,BoulderKush@gmail.com,,Yes,,,40.017252,-105.252405,Boulder
DrReefer.com,1121 N Broadway St,Boulder,CO,80302,3037270711,11:00 am to 9:00 pm Everyday,pierrewarner@gmail.com,,Yes,,,40.0076496,-105.2750714,Boulder
Natures Medicine,843 N. Cleveland Ave,Madison,OH,44057,,,,,,,,41.7312368,-81.0679062,Lake
Lotus Medical,3107 28th St,Boulder,CO,80304,3033393885,M-F 11:00am to 8:00pm  Sat. 12:00 - 7:00 Sun 12:00 to 5:00,brett@denverlotusmedical.com,,Yes,Yes,,40.031131,-105.259259,Boulder
Boulder's Unique Dispensary,900 28th St,Boulder,CO,80303,3032831283,Mon-Sat 11a-7p,info@budwc.com,,Yes,Yes,,40.004223,-105.2574829,Boulder
Mountainside Herbal Wellness Center,695 S Broadway St,Boulder,CO,80305,3035437626,Mon-Sat 11-8 Sun 12-5,info@mountainsidewellnesscenter.com,,Yes,Yes,Yes,39.983105,-105.24846,Boulder
The Med Shed,4483 N. Broadway (Formerly Candy's Vintage Clothing),Boulder,CO,80304,3036356481,"10am - 10pm, Sunday too!",themedshed@gmail.com,,,,,40.0554946,-105.2838511,Boulder
Medicine on The Hill,1089 13th St,Boulder,CO,80302,3034403991,"Tues - Sun, 11am - 7pm, Open until 10pm on Thurs/Fri",medicineonthehill@yahoo.com,,Yes,,,40.007085,-105.276336,Boulder
Karing Kind Medical Marijuana Dispensary,5854 Rawhide Ct,Boulder,CO,80302,3034499333,Mon-Fri: 12-7 Sat:12-5,karingkind@gmail.com,,,,,40.0805042,-105.2812963,Boulder
South Boulder Caregivers,2955 Baseline Rd,Boulder,CO,80303,3034952195,Monday-Sunday 10:00am-7:00pm,Info@bccare.net,,,,,40.000483,-105.25435,Boulder
Boulder County Caregivers,2955 Valmont Rd,Boulder,CO,80301,3034952195,"Monday - Thursday 12:00pm - 7:00pm, Friday - Saturday 12:00pm - 7:00pm, Sunday 11:00am - 4:00pm",Info@bccare.net,,,,,40.029531,-105.255152,Boulder
Natures Medicine Boulder,5565 Arapahoe Ave,Boulder,CO,80303,3035066900,6-Nov,nmedicine1@gmail.com,,Yes,,,40.015309,-105.223499,Boulder
Boulder Medical Marijuana Center,2206 Pearl St,Boulder,CO,80302,3034492888,11 am to 7 pm daily,BMMC@BoulderMMC.com,,Yes,Yes,Yes,40.020362,-105.266357,Boulder
People's Choice Wellness Center,1634 63rd St,Boulder,CO,80301,7203666615,Mon-Sat 11-7,c_garrett57@comcast.net,,Yes,,,40.0148349,-105.2066146,Boulder
Nature's Medicine Longmont,1260 S Hover Rd,Longmont,CO,80501,3037727188,10-6 Tuesday-Saturday,craig@naturesmedicinelongmont.com,http://www.naturesmedicinelongmont.com,Yes,,Yes,40.143879,-105.130041,Boulder
The Zen Farmacy,323 3rd Ave,Longmont,CO,80501,3037741936,11am-6pm Monday-Saturday,thezenfarmacy@hotmail.com,,Yes,,,40.1639211,-105.098595,Boulder
Stone Mountain Wellness LLC,600 Airport Rd,Longmont,CO,80503,3038033062,Walk-ins welcome.  Appointments accepted  Tues-Fri 11am - 6:30pm  Sat 12-6,stonemtninfo@gmail.com,,Yes,,,40.151448,-105.15307,Boulder
The Blueberry Twist,725 Main St,Longmont,CO,80501,3036517842,M-S 12-6 & Sundays by Appt only,theblueberrytwist@hotmail.com,,Yes,,,40.1710792,-105.1025262,Boulder
Botanic Labs,1110 Boston Ave,Longmont,CO,80501,3032608203,By Appointment Only 10am-6pm mon-fri,,,,,,40.1573943,-105.1114155,Boulder
Colorado Patients First,1811 North Hover St. (Ste G & H),Longmont,CO,80501,3034491170,"M-F 10a-7p, Sat/Sun 12p-5p",co.patientsfirst@yahoo.com,,,,,40.1418207,-105.1308409,Boulder
The Apothecary,1314 Coffman St,Longmont,CO,80501,3037024402,,theapothecary1@hotmail.com,,Yes,Yes,,40.1817158,-105.1036368,Boulder
New Age Wellness,625 Main St,Longmont,CO,80501,7203812581,Open Everyday! 11-7,newagewellnessllc@gmail.com,,,,,40.1690647,-105.1025785,Boulder
Herbal Medix,10763 Turner Blvd,Longmont,CO,80504,3037188543,,,,,,,40.155647,-104.981468,Weld
Colorado Herbal Remedies,1630 S College Ave,Fort Collins,CO,80525,9704720203,Mon - Sat 10am - 8pm and Sun 12pm-7pm,coherbal@gmail.com,http://coherbal.com/index.html,Yes,Yes,Yes,40.566108,-105.076508,Larimer
Fort Collins' Finest Medical Marijuana Dispensary in Historic Stone House 420 Howes,420 S. Howes St. # D (Stone House),Fort Collins,CO,80521,9702170575,M-Fri 10am-7pm Sat 10-5 Sun 11-3,medicinalgardensofco@gmail.com,http://www.medgardens.com,Yes,Yes,Yes,40.5889664,-105.1375908,Larimer
Solace Meds - Ft. Collins,301 Smokey St,Fort Collins,CO,80525,9702256337,Mon - Fri  10 - 6    Sat 11 - 4:20   Closed Sunday,mark@solacemeds.com,http://solacemeds.webs.com/index.htm,Yes,,Yes,40.506001,-105.07328,Larimer
Organic Alternatives,346 E Mountain Ave,Fort Collins,CO,80524,9702217100,10AM to 7PM Monday thru Saturday. 11AM - 6PM Sunday,,,,Yes,,40.5872162,-105.0726097,Larimer
Mountain Medical Leaf,111 E 5th St,Loveland,CO,80537,9706130665,"9-7 Mon- Fri, 10-7 Saturday, Closed Sunday",mtmmedicalleaf@aol.com,http://legalmarijuanadispensary.com/index.php?option=com_content&view=article&catid=171&id=6625&Itemid=118,Yes,Yes,,40.3965201,-105.0757241,Larimer
Northern Colorado Natural Wellness Fort Collins DIspensary,1125 W Drake Rd,Fort Collins,CO,80526,9706893273,,,,Yes,,,40.55183,-105.097092,Larimer
A New Dawn Wellness Clinic,2 Main St,Windsor,CO,80550,9705996896,Monday-Saturday 10am-7pm,info@anewdawnwellnessclinic.com,,Yes,,Yes,40.4797501,-104.8952106,Weld
Natures Medicine,2839 S. College Ave (Unit 3&4),Fort Collins,CO,80525,9702829000,,,,,,,40.5417839,-105.044052,Larimer
Fort Collins Compassion Center,232 E Vine Dr,Fort Collins,CO,80524,9704825994,12pm-8pm,FOCOcompassioncenter@hotmail.com,,Yes,Yes,,40.596496,-105.073037,Larimer
Abundant Healing,351 Linden St,Fort Collins,CO,80524,9704821451,M-F 11-7 Sa-Su 11-6,Abundant.Healing@yahoo.com,,Yes,,,40.589843,-105.0740919,Larimer
Green Door,227 Jefferson St,Fort Collins,CO,80524,9706893210,"M-F 11am-7pm, Sat 11am-6pm, Sun 11am-3pm",greendoorwellness@gmail.com,,Yes,,Yes,40.5895242,-105.0749526,Larimer
Free Medical Mj,6410 S College Ave,Fort Collins,CO,80525,9703772425,,JohnWhite@FreeMedicalMJ.com,,,,,40.497262,-105.0773301,Larimer
Front Range Medicinal Healing,1125 W Drake Rd,Fort Collins,CO,80526,9706318649,Monday-Thursday 10am-8pm Friday & Saturday 10am-9pm Sunday 11am-8pm,,,Yes,,,40.55183,-105.097092,Larimer
Friendly Fire,1802 Laporte Ave,Fort Collins,CO,80521,9706318776,,admin@friendlyfirewc.com,,Yes,,,40.5891998,-105.1087465,Larimer
Generations Natural Medicine,2647 8th Ave,Garden City,CO,80631,9703532839,10 A.M. to 6 P.M.,,,,,,40.394981,-104.6911044,Weld
Earthly Elements,1335 W Elizabeth St,Fort Collins,CO,80521,9704821903,on-Sat 10am-8pm; Sun 12pm-8pm,earthlyelements@ymail.com,,,,,40.573674,-105.100622,Larimer
Colorado-CHRONIX Medicinal Cannabis Community,3019 S Shields St,Fort Collins,CO,80526,9702273366,,,,,,,40.5470448,-105.0961353,Larimer
Aggie Medical - Fort Collins,700 S College Ave,Fort Collins,CO,80524,9704825608,,,,Yes,,,40.577866,-105.076155,Larimer
New Vision Alternatives Medical Marijuana,2424 N Lincoln Ave,Loveland,CO,80538,9704618106,Mon-Sat  10-7  Sundat 10-4,newvisionalternatives@comcast.net,,,,,40.4177449,-105.072438,Larimer
Paradise City Caregivers,400 E. Horsetooth Rd.,Fort Collins,CO,80526,9702232599,,Paradisecitycaregivers@hotmail.com,,Yes,,,40.5293254,-105.1375908,Larimer
BWS CAREGIVERS,148 W Oak St,Fort Collins,CO,80524,7206418918,11 TO 8:00 PM,bws.caregivers@yahoo.com,,Yes,Yes,Yes,40.5857661,-105.0783472,Larimer
Table Mesa Wellness Center,1612 Laporte Ave,Fort Collins,CO,80521,9706720885,Mon - Sat 10am - 8pm Sunday 12pm-5pm,info@tablemesawellnesscenter.com,,Yes,Yes,,40.589683,-105.106436,Larimer
Garden City Cannabis Clubs,522 27th St,Garden City,CO,80631,9703531170,10am-7pm,,,,Yes,,40.394606,-104.687868,Weld
Elite Green Organics,804 S College Ave,Fort Collins,CO,80524,9702146626,M-Sat 10-8; Sun 11-6,,,Yes,Yes,,40.57633,-105.07659,Larimer
Medical Oasis,1323 Harlow Ln,Loveland,CO,80537,9704020341,10AM - 6PM 7 Days A Week,,,Yes,,,40.4069239,-105.095747,Larimer
Rocky Mountain Kind,1710 W Eisenhower Blvd,Loveland,CO,80537,9706694207,,rmkhh@yahoo.com,,Yes,,,40.4072254,-105.1016118,Larimer
A Kind Place,123 E Drake Rd,Fort Collins,CO,80525,9702823811,M-S 11-^,akindplace@gmail.com,,Yes,,,40.55233,-105.075546,Larimer
Natures Medicine Loveland,418 8th St SE,Loveland,CO,80537,9706246030,11-6 mon-sat,,,Yes,,,40.385219,-105.071866,Larimer
Heavenly Healing - The valley's most trusted dispensary!,1225 N 23rd St,Grand Junction,CO,81501,9702422488,Mon. - Sat. 11am - 6pm,Caregiver@HeavenlyHealingLLC.biz,http://HeavenlyHealingLLC.biz,Yes,Yes,Yes,39.078547,-108.538759,Mesa
Mesa Alternative Health And Wellness,605 Grand Ave,Grand Junction,CO,81501,9704245264,,,,Yes,,Yes,39.070025,-108.562512,Mesa
Gods Gift,571 32 Rd,Clifton,CO,81504,9706094438,,,,Yes,,Yes,39.0888909,-108.459984,Mesa
GREENLIGHT CARE LLC.,216 North Ave,Grand Junction,CO,81501,9706096337,M-TH 9AM-8PM FRI 9AM-10PM SAT 10AM-10PM SUN 11AM-3PM,greenlightcare@hotmail.com,,,,,39.078002,-108.569126,Mesa
Naturals,624 Rae Lynn,Grand Junction,CO,81505,9704245291,,,,Yes,,,39.09582,-108.608834,Mesa
Weeds,719 Pitkin Ave,Grand Junction,CO,81501,9702454649,,,,Yes,,,39.064168,-108.560589,Mesa
Colorado Alternative Health Care,125 Peach Ave.,Palisade,CO,81526,9704245844,11am-6pm,ColoradoAlternativeHealthCare@yahoo.com,,Yes,,,39.1094349,-108.3532619,Mesa
Highly Herbal,555 North Ave,Grand Junction,CO,81501,9707785151,,,,Yes,,,39.077092,-108.56306,Mesa
Natures Alternative,496 28 Rd,Grand Junction,CO,81501,9702452680,,,,Yes,,,39.0658322,-108.5337337,Mesa
"Boom Town Crested Butte, CO",310 Belleview Ave,Crested Butte,CO,81224,9703661508,9am-7pm Daily,cbalternative@gmail.com,,Yes,Yes,Yes,38.8670071,-106.9856456,Gunnison
Crested Butte MMJ,329 Belleview Ave,Crested Butte,CO,81224,9703490599,7-Oct,diggergrant@yahoo.com,,Yes,Yes,,38.8670382,-106.9853493,Gunnison
ColoMedCenter,4860 N Townsend Ave,Montrose,CO,81401,9702528880,9am - 7pm,,,Yes,Yes,,38.5231545,-107.9271683,Montrose
Herbal Remedies - Grand Junction,2829 North Ave,Grand Junction,CO,81501,9702412584,"11:00-7:00 Monday-Wednesday 11:00-9:00 Thursday Saturday, 12-5 Sunday",,,,,,39.076652,-108.528559,Mesa
Elk Mountain LLC,477 30 Rd,Grand Junction,CO,81504,9702707452,8:00am-8:00pm,elkmountainllc@gmail.com,,Yes,,,39.073824,-108.497134,Mesa
Rocky Mountain Remedies,2750 Downhill Plaza,Steamboat Springs,CO,80487,9708712768,Mon - Sat 12-7,ryan@rockymountainremedies.com,http://www.rockymountainremedies.com/,Yes,,,40.5085041,-106.8591883,Routt
Rocky Mountain Alternative Medicine,1479 S Holly St,Denver,CO,80224,3037589114,11:00am-7:00pm 7 days a week,,http://www.rmaltmed.com,Yes,,Yes,39.6895876,-104.9223585,Denver
New Hope Wellness Center,210 Edwards Village Blvd,Edwards,CO,81632,9705693701,m-s 11-6,newhopewellness@gmail.com,,,,,39.642578,-106.597338,Eagle
In Harmony Wellness,4630 Royal Vista Cir,Windsor,CO,80528,9702225555,Mon - Fri 10am - 7pm Sat & Sun 12pm - 5pm,inharmonywellness@gmail.com,,,,,40.478087,-104.990394,Larimer
Rocky Mountain High - Edwards,105 Edwards Village Blvd,Edwards,CO,81632,9709264408,Mon.-Fri. 10-7 Sat.&Sun. 12-7,sevtiad1@gmail.com,,,,,39.644138,-106.595572,Eagle
Grateful Meds Nederland,110 Snyder Street,Nederland,CO,80466,3032587703,,,,,,,39.962592,-105.5086003,Boulder
Dacono Meds,730 Glen Creighton Dr,Dacono,CO,80514,3038332321,M-S 10:00 AM-7:00PM,info@daconomeds.com,,,,,40.0864941,-104.9302389,Weld
Nedicate,150 N Jefferson St,Nederland,CO,80466,3032587141,Open 7 Days A Week 10-7,info@nedicate.com,,Yes,,,39.9624253,-105.511459,Boulder
Green Medicine,1030 Grand Ave,Glenwood Springs,CO,81601,9703842026,10-7 M-F Sat 10-6,info@greenmedicinewellness.com,,Yes,,,39.542963,-107.324507,Garfield
Sopris LEAF,580 Main St,Carbondale,CO,81623,9707040420,10a-7p M to F; Sat 8a-8p,marijuana970@gmail.com,,Yes,,Yes,39.4005241,-107.2125635,Garfield
Aloha's,21600 Highway 40,Milner,CO,80487,9708467490,Open 7 Days A Week,alohamobilecaregivers@gmail.com,,,,,40.484722,-107.018889,Routt
Clear Creek Wellness Center,1402 Argentine St,Georgetown,CO,80444,3039154843,6-Oct,jamesbarr@goodmedswellness.com,,Yes,Yes,Yes,39.7136271,-105.6954383,Clear Creek
"Alternative Pharmaceutical Technologies, LLC",La Junta,La Junta,CO,81050,7192412011,By Appointment Only,caregivers@aptmeds.net,,Yes,Yes,Yes,37.9850091,-103.5438321,Otero
Mountain Medicinals Wellness Center,1800 Colorado Blvd,Idaho Springs,CO,80452,3035674211,11am - 7pm,info@mountainmedicinals.com,,Yes,,,39.7427509,-105.5138628,Clear Creek
Tea Alchemy,98 Hwy 119,Nederland,CO,80466,3032583561,7 days/week: 11am - 6pm,teaalchemyapothecary@gmail.com,,Yes,,,39.9604025,-105.5105777,Boulder
Medical 420 - Salida,7595 U.S. 50,Salida,CO,81201,7192149515,Mon - Sat 9AM-5PM Closed Sunday,medical420marijuana@comcast.net,,Yes,Yes,,38.5242879,-106.0176809,Chaffee
Mountain High  Apothecary,231 Gregory St,Black Hawk,CO,80422,7203652268,11:00AM-5:00PM,mhacolorado@gmail.com,,,,,39.8011192,-105.4966432,Gilpin
Gaia's Gift - Central City,125 Main Street,Central City,CO,80427,3035825329,Wed. - Sun. 11am - 7pm,Gaiasgift2010@gmail.com,,Yes,,,39.8019322,-105.5141639,Gilpin
New World Alternative Healthcare,395 E Colorado Ave,Telluride,CO,81435,9707084849,7 Days a Week,newworld7084849@aol.com,,Yes,,,37.9364246,-107.8078978,San Miguel
Colo Med Center,4860 N Townsend Ave,Montrose,CO,81401,9702528880,9 am - 7 pm,,,,,,38.5231545,-107.9271683,Montrose
"Sunrise Solutions, LLC",,Bailey,CO,80421,3038166337,,sunrisesolutions@hotmail.com,,,Yes,Yes,39.5419876,-105.5474373,Park
montrose medical marijuana,23360 U.S. 550,Montrose,CO,81403,9702521811,"M-F10-7, Sat 11-3",info@greenmeadowsmeds.com,http://www.greenmeadowsmeds.com,Yes,Yes,,38.3542103,-107.7980791,Montrose
Craig Apothecary,611 Breeze St,Craig,CO,81625,9708245580,12:00pm - 7:00pm,shaunhadley1984@hotmail.com,,Yes,Yes,,40.5163164,-107.5485327,Moffat
Durango Organics,72 Suttle St,Durango,CO,81303,9702593674,10:30 to 6:30 7 Days a week,jonny@durangoorganics.com,,Yes,Yes,,37.247979,-107.876633,La Plata
Salida Green Cross- A Health and Wellness Center,1031 E Rainbow Blvd,Salida,CO,81201,7195397110,Mon-Sat: 10 a.m.- 7 p.m.   Sun: 11 a.m. - 6 p.m.,MissMoondy@gmail.com,,,Yes,,38.5240462,-105.9905976,Chaffee
Tree of Life Alternative Medicine,1 W 1st St,Nederland,CO,80466,3032588733,11am till 8pm   mon-sat,wyattbenton1996@live.com,,,Yes,,39.9620513,-105.5105167,Boulder
Grand Mesa Herbal Dispensary,12105 Hwy 65,Eckert,CO,81418,9706409709,11am -7pm,coldsmoke312@gmail.com,,Yes,Yes,Yes,38.8298465,-107.9708646,Delta
Botanica LLC,2520 S Grand Ave,Glenwood Springs,CO,81601,9709451422,7-Oct,genevekash@yahoo.com,,Yes,Yes,Yes,39.5263933,-107.325396,Garfield
High Valley Healing Center,116 S. Alder (In the Sangre De Cristo inn Complex),Crestone,CO,81131,7192564006,"Thursday, Friday, and Saturday 12-6, Appointments Available 7 Days A Week",drdinfo@earthlink.net,,Yes,,,37.9963881,-105.6997332,Saguache
Milagro,1181 County Road 308,Idaho Springs,CO,80452,7203793672,Everyday 10am-8pm,KronicSolutions@hotmail.com,,Yes,Yes,Yes,39.766946,-105.616105,Clear Creek
Kokopelli Wellness Center,115 W Colorado Ave,Telluride,CO,81435,9707284325,7-Oct,ghana_bj@hotmail.com,Http://www.KokopelliWellnessCenter.com,Yes,Yes,,37.9372089,-107.810962,San Miguel
Annies Central City Dispensary,135 Nevada St,Central City,CO,80427,3035823530,M-Sa 10AM-7PM MST,info@anniescentralcitydispensary.com,,Yes,Yes,Yes,39.8019322,-105.5141639,Gilpin
Antonito's Ye Olde Cannabis Shoppe,402 Main St NE,Antonito,CO,81120,7193760420,Mon.-Thu. 9-9 Fri.-Sat. 9-10 Sun. 10-6,someonesneezed@gmail.com,,Yes,Yes,,37.0801588,-106.0087805,Conejos
"Medical Marijuana Carbondale, Colorado",443 Main St,Carbondale,CO,81623,9709631234,8-Oct,,,Yes,Yes,Yes,39.4005694,-107.2118138,Garfield
Natures Own Wellness Center,927 Hwy 3,Durango,CO,81301,9702590283,7-Oct,info@naturesownwellnesscenter.com,,Yes,,,37.2474067,-107.8682479,La Plata
Durango Wellness,1099 Main Ave,Durango,CO,81301,9704221869,11am to 7pm,durangowellness@gmail.com,http://www.durangowellness.com,Yes,,Yes,37.275539,-107.880816,La Plata
Alpine Wellness,300 W Colorado Ave,Telluride,CO,81435,9707281834,10a-7p 7days/wk,wellnessisdank@gmail.com,,,,,37.9376655,-107.8128139,San Miguel
Green Door Loveland,1505 N Lincoln Ave,Loveland,CO,80538,9706131600,"M-F 11am-7pm, Sat 11am-6pm",greendoorwellness@gmail.com,,,,,40.408465,-105.073428,Larimer
Sovereign Salud,600 Hwy 133,Carbondale,CO,81623,9709631007,8am-7pm Daily,Sovereignsalud@gmail.com,,Yes,,Yes,39.4060302,-107.2213149,Garfield
Green Door,227 Jefferson St,Fort Collins,CO,80524,9706131600,"M-F 11am-7pm, Sat 11am-6pm",greendoorwellness@gmail.com,,Yes,,Yes,40.5895242,-105.0749526,Larimer
THE REAL OG KUSH AND CANDY KUSH IS BACK IN OUR SHELFS COME IN AND TASTE THE REAL DEAL,6617 Magnolia Ave,Riverside,CA,92506,9516809210,M-SAT 10:00AM TO 8PM SUNDAYS 12 TO 7,CINDY@CANNABISCPA.ORG,http://compassionatepatientsassociation.com/,Yes,,,33.9530466,-117.3969332,Riverside
"CHECK OUT OUR REVIEWS!   I.E. The Holistic Center  (T.H.C.) - Riverside, CA",Call for address and preverification 951-686-6000,Riverside,CA,92509,9516866000,Mon - Sat 10 A.M. - 8 P.M. Sun 10 A.M. - 6 P.M.,inlandempirethc@gmail.com,,,Yes,,33.9996052,-117.4321452,Riverside
Health and Wellness Center,647 N Main St,Riverside,CA,92501,9517828400,11:00am - 7:00pm Every Day,iephawc@gmail.com,http://www.iephealthandwellnesscenter.org,Yes,,,34.0160998,-117.3628845,Riverside
Grade A Delivery  Inland Empires #1 Delivery $55 Cap All Top Shelf Meds .New pics and menu updated!!,,Calimesa,CA,92320,9512366998,10 a.m- 12 midnight 7 days a week!!!,gradeadelivery@yahoo.com,http://www.myspace.com/gradeadelivery,,,"Grade A Delivery Services                        
                        Yes",34.0039039,-117.0619755,Riverside
215-2- U  OUR #1 GOAL IS U!!! * OZ. SPECIAL STARTING @ 325 *,,Moreno Valley,CA,92551,9512696840,11am to 10pm 7days!-New Patient Verification 11am-7pm.,socal2152u@gmail.com,,,,Yes,33.8814376,-117.214697,Riverside
A.H.C. Riverside's Premiere Medical Cannabis Collective,4911 Felspar St,Riverside,CA,92509,9519906338,M-S 11am-8pm Sun 11am-7pm,info@alternativehealthcollective.com,http://www.alternativehealthcollective.com,Yes,Yes,,33.9986739,-117.484136,Riverside
Inland Leaf   **$50 cap on ALL STRAINS**$250oz SPECIAL on select strains**,,Riverside,CA,92508,9519655664,Mon - Fri 10am-8:30pm Sat. 11am-7pm Sundays CLOSED,INLANDLEAF@YAHOO.COM,HTTP://WWW.INLANDLEAF.COM,,,Yes,33.8974908,-117.3205123,Riverside
"Fresh Edibles In!!!  Master Kush, Purple Kush, LA Confidential, OG Sugar hash and Woody sugar!!",,Moreno Valley,CA,92557,9514524353,9am-8pm Mon-Sat 11-7 Sun,IEDispensary4@gmail.com,http://HomeGrownDeliveries.com,,Yes,"http://HomeGrownDeliveries.com                        
                        Yes",33.9696912,-117.255854,Riverside
"CANNA-DRIVE:LIGHTS OUT OG, SKUNK KUSH, JACK HERRER! SORRY FOR PHONE TROUBLES =(",,Riverside,CA,92507,9515657448,9am- 7pm,holisticwellnesscollective@gmail.com,http://www.holisticwellnesscollective.com,,,Yes,33.9734553,-117.3263893,Riverside
IEPC • Inland Empire Patient's Collective,10427 San Sevaine Way,Mira Loma,CA,91752,9513613039,10am - 8pm Monday - Sunday,IEPCMeds@live.com,http://www.IEPCMeds.com,Yes,,,34.0152617,-117.5145855,Riverside
Chronic ReLeaf Collective 1,,Riverside,CA,92506,9512342249,9am-11pm,ChronicReLeaf@ymail.com,,,Yes,Yes,33.9415653,-117.3733989,Riverside
Revelations Patient Group (RPG),4615 Brookhollow Cir,Riverside,CA,92509,9515458087,10AM-8PM,info@revelationspatientgroup.org,http://revelationspatientgroup.org/,Yes,,,34.0042177,-117.486608,Riverside
IE Dispensary Inc. 5 - JUST IN!  BUBBA KUSH,,Chino,CA,91708,9512638109,10am-8pm  M-F  10am-7pm Sat&Sun,iedispensary5@yahoo.com,http://iedispensary5.webs.com/,,Yes,Yes,33.9522626,-117.6493515,San Bernardino
"Payless Farmacy, Affordable Medical Marijuana",,Perris,CA,92571,8884206920,Open Daily 12:00 Noon  to 8:00PM Friday and Saturday 12:00 Noon to 9:00PM - Closed on Wednesdays - Leave a Message,bob@paylessfarmacy.com,http://paylessfarmacy.com,,,Yes,33.8363466,-117.2088167,Riverside
House of Holland NC,365 Iowa Ave,Riverside,CA,92507,9516862950,Mon-Sat 10AM-8PM Sun 11-6PM,housesofholland@gmail.com,http://houseofholland.org,Yes,Yes,,34.015,-117.340395,Riverside
